tenure,last_active_days,usage_frequency,session_duration,complaints,monthly_charges,payment_missed,products_used,plan_type,churn
52,37,10,36,7,1310,0,3,basic,0
23,57,13,18,5,817,1,3,standard,0
5,64,13,18,4,1199,0,2,premium,0
31,31,12,15,1,212,0,2,premium,0
25,60,0,25,1,1093,0,2,premium,0
21,29,9,20,7,266,0,2,basic,0
59,0,0,15,7,681,1,2,basic,1
4,64,5,42,1,903,0,3,basic,0
4,3,10,28,6,735,0,2,basic,0
52,85,14,37,7,1381,0,3,standard,0
58,17,11,27,4,1271,0,1,standard,0
30,12,9,14,7,1398,0,1,standard,0
56,23,6,13,5,674,0,3,standard,0
32,90,0,20,6,898,0,2,standard,0
29,42,13,35,4,714,1,2,premium,0
37,26,6,33,3,386,0,2,premium,0
49,52,9,2,6,378,0,3,standard,0
55,71,14,20,2,1469,0,2,basic,0
7,59,3,39,4,1106,0,3,basic,0
25,27,5,20,6,1100,0,1,basic,1
42,68,14,13,2,1430,0,3,basic,0
2,13,5,40,6,1049,0,3,basic,0
14,65,14,11,5,825,0,1,premium,1
44,11,2,30,7,414,0,2,basic,0
43,77,2,32,2,683,1,2,basic,0
10,51,8,11,3,552,0,1,standard,0
35,65,2,9,2,250,0,2,standard,0
45,85,2,39,2,976,0,3,basic,0
9,76,7,42,0,1102,0,1,basic,0
45,8,5,6,2,433,1,2,basic,0
10,16,3,26,6,1063,0,1,premium,0
36,61,0,21,1,1480,1,3,premium,0
22,49,12,10,7,418,0,3,premium,0
39,87,1,35,3,1029,0,2,basic,0
22,67,8,10,1,463,1,3,basic,0
12,81,9,21,4,1354,0,1,basic,1
32,69,0,40,4,1358,0,2,standard,1
54,32,6,3,5,1013,0,2,premium,0
25,37,5,38,6,816,0,2,basic,0
4,84,13,22,2,1025,0,3,premium,0
55,51,8,23,4,1408,0,3,standard,0
31,36,12,26,2,879,1,1,premium,0
55,86,12,9,1,1191,1,2,basic,0
10,60,13,26,0,1189,0,1,basic,0
56,66,0,8,3,920,1,2,basic,1
11,59,3,14,5,493,0,3,basic,0
16,13,8,41,3,1124,0,1,basic,0
45,29,0,22,5,565,1,1,premium,1
15,73,2,29,3,520,0,3,standard,0
31,62,10,6,7,270,0,2,basic,0
15,34,3,28,6,459,0,3,basic,0
53,66,7,26,6,472,0,2,premium,0
27,47,13,15,6,578,0,3,premium,0
58,7,5,42,6,1013,0,2,basic,0
10,4,6,15,1,975,1,1,standard,0
23,81,13,29,6,296,1,3,premium,0
28,0,14,39,1,622,0,3,basic,1
12,72,1,11,0,346,0,1,standard,0
19,37,9,41,7,1103,1,2,basic,1
34,87,0,41,0,692,1,3,premium,0
4,47,8,31,1,1413,1,2,standard,0
56,48,11,1,0,739,1,2,standard,0
49,24,9,12,0,910,0,2,standard,0
59,35,14,19,2,753,0,3,premium,0
47,75,3,12,1,1208,0,1,standard,0
45,4,8,24,4,514,0,2,standard,0
11,23,7,7,1,1371,0,1,basic,0
6,65,11,4,6,980,0,1,basic,1
12,55,1,20,1,1259,1,1,premium,1
15,61,1,3,4,1346,1,3,basic,1
54,0,2,7,3,1435,0,1,basic,0
1,8,10,15,5,598,1,2,basic,1
20,15,2,30,6,938,1,2,basic,1
56,54,3,25,3,352,0,3,premium,0
39,75,4,2,5,1150,0,2,basic,1
37,52,14,39,2,277,1,1,premium,0
33,53,12,14,2,962,0,1,standard,0
41,44,9,27,7,1044,0,1,standard,0
20,83,12,5,5,1213,0,1,standard,1
31,19,6,8,3,604,0,2,standard,0
11,36,8,11,2,1061,1,2,standard,0
30,57,5,5,0,854,0,2,standard,0
8,18,14,29,0,530,0,2,basic,0
3,68,7,14,7,607,0,1,standard,1
26,17,9,18,0,311,0,3,premium,0
4,3,9,9,7,1018,0,3,premium,0
43,2,7,30,7,797,0,3,standard,0
26,8,3,35,3,1469,0,2,standard,0
19,71,9,43,7,283,0,2,basic,0
41,72,9,42,1,1419,1,3,basic,0
24,49,1,40,1,1383,0,1,basic,0
3,38,7,32,2,1124,1,1,premium,1
56,80,14,34,7,966,0,1,basic,0
21,60,2,15,6,598,0,2,premium,1
22,26,13,15,3,499,0,2,standard,0
45,83,7,28,2,986,0,1,premium,0
18,34,13,43,1,714,1,2,basic,0
31,80,10,29,0,1095,0,2,basic,0
48,56,14,3,4,906,0,1,basic,0
23,18,1,2,6,703,1,1,basic,1
46,32,9,17,5,1423,0,1,basic,0
35,68,4,36,0,507,0,2,standard,0
36,50,4,29,4,1020,0,1,premium,0
43,70,0,3,4,221,0,2,standard,1
5,29,6,21,7,929,0,2,basic,0
14,58,2,34,5,1272,0,2,standard,1
54,0,12,43,2,910,0,1,standard,0
54,86,10,24,4,301,0,2,premium,0
23,30,3,17,4,1418,0,3,premium,0
23,16,13,20,3,752,1,1,basic,0
4,62,9,23,3,820,0,2,standard,0
27,50,12,10,0,982,1,3,premium,0
53,0,6,31,1,1253,0,2,premium,0
15,70,10,30,2,1117,1,3,premium,0
24,7,4,29,2,230,0,2,premium,0
31,64,3,12,0,854,0,1,standard,0
15,27,8,2,0,1025,0,1,premium,0
48,49,0,3,6,1147,0,3,basic,1
56,8,11,39,4,433,1,3,premium,0
10,72,13,26,2,1442,0,2,basic,0
47,44,5,5,5,252,1,2,basic,1
24,16,8,31,3,377,0,1,basic,0
44,41,7,38,3,1408,0,1,premium,0
45,76,7,13,3,1293,1,2,basic,1
26,78,7,42,6,301,1,1,basic,1
55,86,13,3,5,1220,1,3,basic,1
48,84,12,32,5,701,0,1,basic,0
54,24,14,38,6,1417,0,2,basic,0
27,13,2,33,3,456,1,2,premium,0
50,66,3,20,1,449,0,3,premium,0
48,7,8,15,7,380,1,2,basic,0
22,62,3,37,5,1254,1,3,standard,1
22,43,1,34,6,766,0,2,standard,1
33,3,6,11,3,464,1,3,standard,0
15,88,1,38,1,327,0,3,standard,0
39,35,4,41,5,1015,0,1,standard,0
21,17,14,15,5,370,0,2,basic,0
50,30,14,34,1,561,0,1,basic,0
26,14,13,14,2,804,1,2,basic,0
2,40,12,40,7,735,0,2,standard,0
53,78,0,32,4,328,0,3,premium,0
3,23,0,10,4,1424,0,2,standard,0
7,41,2,2,6,758,0,1,basic,1
26,71,13,34,1,780,0,3,premium,1
43,71,6,13,0,1357,0,1,basic,0
23,47,0,24,6,682,0,1,basic,1
50,90,9,6,7,251,0,2,basic,0
45,25,9,31,1,1329,0,2,standard,0
24,56,13,29,7,1356,0,2,premium,0
40,25,12,5,4,1400,1,3,premium,0
9,37,14,44,4,1288,1,3,standard,1
49,37,14,1,6,1441,0,2,basic,0
14,12,3,26,2,1312,1,2,basic,0
6,1,14,17,7,1379,0,1,premium,1
24,18,0,4,7,1418,0,1,premium,1
27,41,1,40,7,1368,0,3,premium,0
19,45,13,17,1,1484,0,1,basic,0
8,86,10,18,5,1021,0,1,basic,1
52,8,7,19,2,1423,0,1,basic,0
46,29,13,18,7,287,0,3,premium,0
13,28,5,13,0,545,0,3,premium,0
51,2,6,26,5,688,0,3,standard,0
21,9,8,25,7,797,1,1,basic,1
36,84,12,21,7,1308,0,2,basic,0
55,56,12,18,7,1216,0,2,premium,0
59,40,2,40,5,500,0,2,premium,0
58,76,7,29,0,717,0,3,basic,0
3,12,2,34,7,1272,0,2,premium,1
59,52,3,17,6,982,0,1,premium,1
37,44,11,2,3,779,1,2,standard,1
48,44,6,29,1,713,0,2,standard,0
29,26,4,34,1,263,0,2,standard,0
52,59,9,27,7,1468,0,2,standard,0
9,73,0,40,6,1105,0,1,standard,1
1,25,11,34,6,1262,1,2,premium,1
53,5,4,2,0,444,0,2,standard,0
13,75,4,2,2,1035,0,2,premium,0
10,21,7,25,6,788,0,2,basic,0
40,21,13,9,4,921,0,3,premium,0
14,14,9,26,4,243,1,2,premium,0
15,17,6,6,6,871,0,1,standard,1
18,11,3,25,1,373,0,3,basic,0
1,28,4,25,3,1305,0,3,standard,0
46,18,5,19,0,270,0,2,standard,0
4,88,0,12,5,1110,0,1,standard,1
44,81,3,19,2,1440,0,2,premium,0
4,79,2,10,5,375,1,2,premium,1
12,61,12,25,3,1312,0,1,standard,0
18,20,5,39,1,705,0,3,basic,0
37,47,6,1,2,1269,0,1,standard,0
15,21,8,27,6,1196,0,3,basic,0
22,25,11,11,6,665,0,1,premium,0
16,50,6,27,2,786,0,2,standard,0
46,83,1,14,1,489,1,1,basic,0
3,61,11,30,6,1054,0,1,standard,1
29,37,0,40,7,448,1,1,standard,1
21,2,13,2,2,1392,1,1,standard,0
21,59,3,39,0,322,1,2,premium,0
26,87,7,40,7,1142,0,2,basic,0
43,89,12,5,2,868,0,2,standard,0
2,43,2,34,0,1301,1,1,premium,1
56,28,11,29,1,1015,0,3,basic,0
4,77,9,42,1,1410,0,1,basic,0
9,2,13,17,1,1395,0,1,standard,0
51,25,1,11,0,494,0,3,basic,0
26,78,8,1,3,437,0,2,standard,0
5,30,4,15,6,1019,0,3,standard,1
15,86,5,9,6,815,1,1,premium,1
9,64,10,38,7,847,0,3,premium,0
21,45,14,37,7,1173,0,3,standard,0
17,41,12,4,2,246,0,1,standard,0
7,6,9,38,3,627,0,2,basic,0
48,0,10,42,6,387,1,1,standard,0
17,88,7,42,5,1254,0,2,premium,1
13,3,1,42,2,851,0,1,basic,0
35,23,5,18,1,629,0,1,standard,0
1,20,10,10,6,667,1,1,standard,1
50,65,1,35,4,1021,0,2,basic,0
29,52,10,38,1,655,1,2,standard,0
4,9,2,18,6,1127,0,1,premium,1
47,65,11,35,5,611,0,2,basic,0
25,31,2,24,0,1226,0,2,basic,0
19,70,4,40,4,823,0,1,basic,1
59,40,0,20,0,367,1,2,standard,0
29,9,7,40,4,1444,1,1,standard,0
1,21,5,43,4,1275,0,1,standard,0
51,43,5,28,6,1231,0,3,standard,0
27,24,3,34,7,616,0,2,basic,0
41,43,12,5,7,612,0,2,standard,1
1,29,10,35,0,600,0,3,standard,0
11,33,0,15,1,708,0,1,basic,0
39,65,5,41,6,1082,0,2,basic,0
13,58,4,27,1,1420,0,1,premium,0
31,50,10,33,4,326,1,2,basic,0
21,88,9,23,2,232,1,3,standard,0
6,90,4,5,1,419,1,1,standard,0
51,25,9,22,6,680,0,3,basic,0
31,33,6,25,6,1306,1,1,standard,1
53,37,2,15,3,582,0,1,standard,0
58,58,2,27,1,296,1,2,standard,0
35,17,4,42,0,964,1,1,basic,0
51,37,11,26,4,478,0,2,standard,0
5,82,9,1,5,400,0,2,standard,1
3,14,3,38,3,734,0,2,basic,0
33,32,6,22,4,949,0,3,standard,0
40,44,10,24,2,648,0,2,basic,0
21,87,1,17,6,1147,0,1,basic,1
47,82,13,26,1,883,0,2,basic,0
33,4,11,24,0,249,0,1,standard,0
9,1,13,13,7,457,0,1,premium,0
5,2,9,43,2,469,0,2,standard,0
33,42,14,35,4,630,0,2,standard,0
17,14,4,4,5,477,0,2,standard,0
16,37,5,24,3,1357,0,2,basic,0
38,79,2,43,4,854,0,1,standard,1
4,9,14,9,2,1494,0,3,basic,0
56,20,1,17,1,1304,0,3,basic,0
12,35,14,38,2,1424,1,3,basic,0
56,6,8,4,2,1453,0,2,premium,0
20,48,10,39,0,289,0,3,basic,0
33,77,0,24,6,728,0,3,basic,0
51,12,8,18,2,1139,1,2,basic,0
20,24,10,17,4,322,0,2,standard,1
41,21,5,27,4,354,0,1,premium,0
36,9,10,40,5,590,0,3,premium,0
13,18,13,7,1,480,0,3,standard,0
12,39,11,6,3,1105,0,1,standard,0
48,86,10,43,6,930,0,2,basic,0
13,11,6,1,0,443,0,1,standard,0
51,38,0,41,4,681,0,2,basic,0
9,62,2,23,5,886,0,1,premium,1
49,49,9,27,2,768,0,1,standard,0
8,42,7,10,6,848,0,2,standard,1
36,89,9,24,4,315,0,2,standard,0
17,47,12,24,5,1190,0,2,standard,0
14,54,5,33,3,1231,0,1,basic,1
19,55,0,36,7,1233,0,2,basic,1
22,31,10,19,7,447,0,3,basic,0
58,82,14,9,2,632,0,3,basic,0
53,31,13,37,7,306,1,2,premium,0
2,50,10,20,4,400,0,2,standard,0
7,10,8,30,0,202,0,1,premium,0
7,19,8,35,3,751,0,3,basic,0
6,74,4,43,1,288,0,2,standard,0
41,28,6,21,7,1274,0,1,premium,1
15,76,9,26,4,260,0,1,standard,1
40,65,5,39,3,1429,1,2,standard,1
50,50,12,36,6,583,1,1,standard,0
40,55,6,19,5,231,0,2,basic,0
5,8,3,18,4,1181,0,1,premium,0
16,84,4,29,6,1074,0,3,standard,0
3,33,12,2,6,620,0,1,basic,1
50,51,6,35,4,306,1,2,basic,0
38,18,10,9,4,1484,0,3,standard,0
7,17,7,21,6,1354,0,2,premium,1
52,65,3,28,0,827,0,2,basic,0
41,52,12,3,4,1315,1,2,standard,1
34,8,12,37,5,1014,0,1,basic,0
16,45,10,6,7,991,0,3,premium,0
23,5,7,24,4,1215,0,2,premium,0
34,81,11,35,6,688,1,2,basic,0
28,21,14,8,6,679,0,1,basic,0
14,10,6,22,3,728,0,2,premium,0
11,78,7,20,1,1116,0,1,basic,0
57,79,8,31,0,263,0,1,premium,1
11,11,11,27,1,1363,0,3,basic,0
29,30,12,12,2,516,0,1,premium,0
38,78,6,24,4,796,0,1,basic,0
43,13,0,24,4,902,1,2,premium,1
16,29,14,5,7,983,0,2,standard,0
37,77,10,20,6,726,1,3,premium,0
10,32,3,6,2,742,0,3,basic,0
47,79,12,2,3,584,1,2,basic,0
7,22,10,22,3,427,1,2,premium,0
7,75,2,5,7,1412,0,1,premium,1
9,68,0,1,0,1285,0,2,premium,0
43,44,10,8,4,401,0,1,premium,0
58,15,8,37,7,996,0,1,basic,0
50,33,4,29,0,896,0,1,basic,0
21,9,9,4,3,1346,0,2,standard,0
40,50,8,30,7,943,0,2,premium,0
23,76,14,17,0,325,0,2,premium,0
13,77,14,2,5,1275,1,3,standard,1
28,1,14,17,2,276,1,3,premium,0
35,1,0,12,5,1361,0,2,basic,0
30,42,6,4,4,498,1,2,premium,1
5,5,2,1,2,1123,0,2,basic,0
52,13,10,19,6,361,1,2,premium,0
50,27,3,28,0,851,0,1,basic,0
56,72,4,17,0,553,0,3,standard,0
30,29,10,31,1,394,0,1,basic,0
34,53,12,16,4,394,0,2,premium,0
50,84,8,8,5,570,1,2,standard,1
22,47,4,29,1,947,1,2,basic,0
23,71,0,21,1,960,0,3,basic,0
12,24,8,4,3,592,1,2,basic,0
12,51,14,32,0,533,0,1,premium,1
38,11,11,29,5,811,0,2,basic,0
33,67,5,30,4,565,0,2,standard,0
53,16,3,13,3,1439,0,2,basic,0
4,20,12,10,5,805,0,2,basic,0
13,66,13,18,5,476,0,2,basic,0
1,15,14,16,5,1243,1,1,standard,1
57,67,6,21,6,796,1,1,basic,1
12,77,1,12,7,1087,1,1,basic,1
43,20,3,1,6,310,1,2,basic,1
26,12,11,37,4,1133,0,1,standard,0
47,75,8,32,2,1452,1,2,standard,0
28,42,0,1,5,1468,0,1,basic,1
45,15,12,36,3,1029,0,1,basic,0
57,64,4,33,2,986,1,1,basic,0
46,55,12,31,0,809,1,1,premium,0
30,67,9,43,4,1488,0,2,standard,0
49,23,6,33,0,690,1,1,standard,1
3,85,2,21,0,574,0,2,standard,0
58,0,5,7,7,1420,0,1,standard,1
10,72,0,33,0,654,1,1,standard,1
16,36,8,25,5,1231,0,1,basic,1
48,69,2,18,6,217,0,2,standard,0
32,11,4,7,7,1454,0,1,premium,1
29,65,11,23,3,1336,0,3,standard,0
10,73,4,9,5,1436,0,1,standard,1
31,51,1,42,2,1070,1,1,basic,0
34,60,11,17,5,1184,0,2,basic,1
18,25,14,37,5,368,1,3,basic,0
33,54,12,31,5,335,0,1,basic,0
19,76,2,4,2,761,0,1,premium,0
58,57,10,5,6,1003,0,1,basic,0
58,80,1,16,6,454,0,1,standard,1
25,2,13,24,7,1341,0,1,basic,0
29,58,3,13,0,784,1,1,standard,0
14,63,7,10,6,422,0,2,premium,0
15,8,6,26,7,339,0,1,basic,0
51,83,7,35,1,532,0,2,basic,0
34,5,10,33,6,726,0,1,premium,0
16,37,4,23,4,804,0,3,premium,0
9,25,2,36,6,204,1,2,standard,1
22,42,11,30,2,625,0,3,premium,0
24,69,0,28,1,678,0,1,basic,0
33,57,13,1,4,1029,0,3,basic,0
54,3,0,10,6,955,0,1,premium,1
36,88,8,1,4,1200,0,2,basic,0
18,1,12,33,7,1334,0,1,basic,0
49,35,9,36,6,729,1,1,standard,1
50,62,1,25,0,1148,0,2,standard,0
40,25,5,35,6,651,0,2,premium,0
8,41,2,19,1,1142,0,2,standard,0
33,22,9,15,3,1003,0,1,premium,1
34,69,4,41,7,938,0,2,standard,0
37,66,3,4,2,432,0,3,standard,0
6,48,10,12,5,559,0,2,standard,0
52,12,10,10,7,372,0,1,basic,0
46,73,6,33,1,342,0,1,basic,0
30,7,7,19,2,254,0,2,basic,0
38,82,0,30,4,1006,1,2,standard,1
23,76,8,21,0,920,0,2,premium,0
46,51,13,14,5,1203,0,3,basic,0
20,65,10,32,7,465,0,2,basic,0
18,72,7,25,6,753,1,2,premium,1
13,15,9,31,1,1416,0,3,basic,0
38,43,14,10,5,1080,0,2,standard,0
57,53,1,8,1,390,1,1,basic,0
9,12,8,31,0,251,0,2,premium,0
31,80,14,19,2,1269,1,2,standard,0
23,61,10,9,5,1278,1,2,standard,1
9,59,7,3,4,1049,1,3,basic,1
15,18,11,22,5,246,1,3,standard,0
5,63,6,6,7,913,0,1,basic,1
35,0,12,9,0,1245,0,1,premium,0
33,73,0,12,2,932,0,2,premium,0
6,6,13,28,5,971,0,3,standard,0
3,12,1,24,0,531,0,2,premium,0
42,40,5,33,4,1312,1,3,standard,0
44,1,2,14,0,694,0,1,basic,0
1,1,10,2,1,933,1,1,basic,1
50,44,8,39,3,1116,0,2,standard,0
18,48,11,35,2,654,1,2,standard,0
37,19,12,11,1,1076,0,2,basic,0
54,36,2,37,4,1493,1,1,standard,1
28,3,8,18,6,826,1,3,basic,0
35,64,4,1,7,310,0,1,basic,1
22,71,7,18,0,283,0,1,standard,0
42,50,3,9,5,1048,0,2,premium,0
24,79,2,31,2,871,0,2,basic,0
56,34,5,17,2,1299,0,1,standard,0
56,20,10,34,7,1448,1,2,premium,1
6,18,5,43,2,1420,0,1,premium,0
17,33,3,16,1,1317,0,3,basic,0
41,70,14,20,0,458,0,1,premium,0
22,44,1,31,1,1140,0,1,standard,0
15,13,14,29,2,796,1,2,basic,0
8,66,2,41,2,619,0,1,basic,1
54,16,13,42,7,539,0,1,standard,0
55,57,14,26,0,1472,1,3,standard,0
48,70,5,14,7,249,0,2,standard,0
59,79,9,35,0,286,1,2,basic,0
32,2,7,2,6,504,0,2,basic,0
55,11,11,16,0,290,0,2,basic,0
12,48,0,22,6,217,0,3,basic,0
54,86,4,44,2,619,0,2,basic,0
45,3,9,1,4,879,0,3,standard,0
51,19,13,13,6,499,0,1,standard,0
10,64,0,13,5,393,0,3,basic,0
44,82,8,10,2,917,1,1,basic,0
50,38,4,42,7,1485,1,3,standard,0
10,15,3,26,7,1012,0,1,standard,1
59,28,13,17,4,1060,0,1,basic,0
47,4,12,24,1,1081,0,2,basic,0
42,25,1,36,7,1476,0,3,basic,0
20,35,8,31,5,1485,0,2,premium,0
24,36,12,36,7,1069,0,1,basic,0
17,72,12,1,1,640,0,3,standard,0
13,41,5,32,1,237,0,1,premium,0
28,2,1,26,5,267,0,1,standard,0
42,33,13,21,3,556,1,1,basic,0
26,15,5,44,6,753,1,2,premium,1
32,16,5,17,4,1118,1,2,standard,0
3,8,14,21,1,805,0,3,basic,0
3,70,2,36,0,522,0,2,basic,0
52,82,13,25,1,574,1,1,standard,0
17,13,12,13,6,1453,0,2,basic,0
54,37,10,3,7,1277,1,1,standard,1
48,48,1,16,3,781,0,1,basic,0
39,7,14,19,2,722,0,3,premium,0
16,81,0,40,0,1224,1,2,premium,1
33,71,9,26,1,1284,0,2,premium,0
12,53,2,28,6,346,0,2,premium,0
25,20,9,36,0,1410,0,3,premium,0
29,17,12,6,4,359,1,3,premium,0
57,26,10,20,2,1367,0,2,basic,0
1,28,4,30,7,999,1,2,standard,1
36,88,3,17,6,1463,1,3,basic,1
52,55,14,4,7,475,0,2,basic,0
13,28,9,27,6,1382,0,3,basic,0
17,20,2,15,7,551,0,3,standard,0
19,53,1,37,1,723,0,2,basic,0
23,55,8,4,3,1214,0,2,standard,0
58,89,7,21,4,1295,1,3,premium,0
23,57,0,9,3,891,0,3,premium,0
10,46,8,42,2,324,0,3,standard,0
51,84,0,44,2,1141,1,3,premium,0
41,40,4,38,7,434,0,1,standard,0
52,37,13,41,6,204,1,2,basic,0
34,89,2,26,3,202,1,1,basic,1
39,83,5,9,3,1475,0,3,standard,0
33,4,4,40,5,413,0,1,premium,0
58,27,10,22,4,1393,0,2,standard,0
23,31,3,31,0,1335,0,3,premium,0
40,36,9,6,1,511,0,3,basic,0
11,87,13,30,7,1334,1,3,standard,1
37,48,9,34,2,786,0,1,basic,0
17,3,9,33,2,306,0,1,standard,0
39,22,8,44,4,234,0,1,standard,0
19,61,13,21,7,1249,0,1,standard,0
33,67,8,8,1,420,0,1,basic,0
57,25,0,36,3,588,0,3,basic,0
53,85,10,1,6,927,0,1,standard,1
22,28,2,17,3,549,1,1,standard,1
54,70,11,30,3,888,0,1,basic,0
52,32,4,20,7,737,1,1,basic,1
11,52,8,5,1,1433,0,2,basic,0
11,67,10,9,1,1238,0,3,standard,0
54,55,3,30,4,811,0,2,standard,0
13,17,5,17,5,897,0,3,standard,0
1,6,10,36,7,359,0,2,basic,0
9,45,2,33,2,964,0,2,basic,0
9,44,11,13,7,692,0,2,standard,0
20,73,9,26,0,636,0,3,premium,0
12,18,10,38,0,1353,0,2,standard,0
51,59,4,3,7,1228,0,1,premium,1
8,75,14,19,7,227,0,1,premium,0
47,5,9,44,2,1147,0,2,standard,0
36,58,11,23,4,806,0,3,standard,0
16,17,14,11,5,1084,0,2,standard,0
44,17,6,44,0,317,0,2,standard,0
8,85,0,13,6,796,0,1,standard,1
54,43,5,14,2,1335,1,3,standard,0
42,29,11,7,1,1046,1,1,standard,0
54,29,3,32,4,241,0,2,basic,0
37,6,4,15,2,817,0,2,premium,0
35,76,10,32,1,877,0,2,premium,0
48,37,0,42,5,1264,0,3,standard,0
57,45,10,22,7,1286,0,1,standard,0
55,69,14,17,4,306,1,3,standard,0
35,35,7,35,4,1180,1,2,standard,0
59,24,0,39,4,1425,0,1,standard,0
36,69,9,16,4,1187,0,1,premium,0
12,39,13,41,0,575,0,2,basic,0
17,29,14,10,2,1028,0,2,premium,0
25,63,6,28,4,1457,0,2,premium,0
16,15,0,31,6,276,0,2,standard,0
36,62,10,3,1,1049,1,2,basic,1
59,1,1,10,6,854,0,2,basic,0
34,15,1,40,5,523,0,1,premium,0
11,19,10,15,5,903,0,2,basic,0
54,23,1,31,5,775,0,3,basic,0
5,64,5,19,0,1189,1,2,standard,1
36,29,2,9,1,1198,0,2,standard,0
36,22,14,26,4,387,0,3,basic,1
29,26,5,17,4,1275,0,2,premium,0
2,22,10,13,2,758,0,3,standard,0
51,42,9,23,6,812,1,1,standard,1
38,55,13,5,0,1006,1,1,premium,0
59,67,10,3,0,233,1,1,basic,0
46,2,6,17,6,1377,0,2,standard,0
12,62,3,24,1,1025,0,1,basic,1
28,17,8,17,2,1048,0,2,standard,0
8,69,10,6,4,940,0,2,standard,0
44,31,2,14,0,284,1,2,premium,0
10,51,14,4,1,710,0,3,premium,0
41,72,2,28,4,1270,0,3,premium,0
14,45,6,13,7,709,0,3,basic,0
48,48,8,2,0,1237,1,1,standard,1
37,63,13,34,1,927,1,2,standard,0
21,18,6,23,6,567,0,3,standard,0
12,42,3,29,2,1272,0,2,premium,0
26,70,11,10,4,246,0,1,premium,0
49,86,5,28,4,708,0,2,basic,0
22,44,12,35,6,220,1,2,basic,1
39,4,10,35,7,1393,1,2,premium,0
8,25,2,24,2,1133,0,1,basic,0
21,33,10,37,6,1117,0,2,standard,0
51,78,13,41,4,796,0,3,premium,0
34,34,6,38,5,382,1,2,premium,0
45,73,6,2,3,223,0,2,standard,0
27,72,12,14,2,277,1,1,basic,0
16,77,4,28,1,609,0,1,standard,0
39,20,0,28,7,243,0,3,basic,0
55,42,1,6,7,872,0,3,premium,0
52,74,8,14,2,640,0,1,basic,0
16,37,3,4,7,318,0,1,basic,1
8,52,3,5,4,246,0,2,standard,1
43,76,14,22,5,473,0,2,premium,0
47,67,2,33,0,381,0,1,standard,0
30,45,11,41,3,1184,0,2,premium,0
49,61,8,44,7,1425,1,2,standard,0
46,53,3,34,2,680,1,3,standard,0
37,59,0,16,5,497,0,3,standard,0
57,67,13,28,4,276,0,3,standard,0
40,49,8,29,2,753,0,1,basic,0
28,51,6,30,2,1463,1,2,premium,0
43,72,2,20,4,805,0,2,basic,1
29,5,3,1,3,557,0,1,basic,0
24,29,13,39,0,567,1,3,standard,0
21,36,5,27,5,1130,0,2,premium,0
21,29,5,19,6,475,1,2,premium,1
54,26,14,12,6,789,0,2,standard,0
10,65,5,32,2,300,0,2,basic,1
6,5,12,13,1,410,0,2,basic,0
23,53,14,6,3,362,0,1,basic,0
24,20,0,36,6,1292,0,2,basic,0
50,76,11,18,0,436,0,1,standard,0
21,0,3,32,1,1480,1,1,standard,0
26,30,3,26,2,563,0,1,basic,0
8,13,4,35,1,558,1,2,premium,0
17,14,0,16,2,724,0,2,premium,0
17,12,13,30,6,1161,0,2,standard,0
38,13,6,2,7,754,0,1,standard,1
1,14,3,4,3,977,0,3,basic,1
56,15,7,3,3,1128,0,1,standard,0
15,6,12,42,0,560,0,1,basic,0
20,58,6,40,7,1445,0,2,basic,0
52,68,3,31,4,551,1,1,basic,1
28,41,12,30,2,327,0,3,basic,0
54,43,11,7,1,515,0,2,standard,0
59,58,10,5,6,809,0,3,standard,0
40,74,1,24,1,1331,0,1,premium,0
49,49,11,5,5,1296,0,2,standard,1
46,57,4,35,0,1236,0,1,basic,0
53,20,9,17,2,714,1,2,premium,0
42,64,11,26,0,587,0,1,premium,0
16,27,11,22,7,416,0,2,premium,0
2,6,0,19,3,1488,0,1,standard,1
17,82,7,24,3,941,0,3,standard,0
51,87,9,25,4,1413,0,1,standard,0
27,40,11,38,2,638,1,2,standard,0
32,17,11,8,0,757,0,1,basic,0
20,69,7,32,2,743,0,3,standard,0
18,11,8,23,7,1143,0,1,standard,0
20,39,9,8,1,352,0,1,basic,0
57,72,3,20,2,1391,0,3,basic,0
11,56,2,8,3,1482,0,2,basic,0
3,64,14,20,5,761,1,1,standard,1
52,81,7,23,3,1238,0,2,standard,0
30,44,0,32,5,384,0,2,standard,0
46,87,7,29,7,332,0,2,premium,0
13,48,8,14,3,673,0,1,standard,0
27,84,14,4,0,1154,0,2,standard,0
40,86,14,33,2,214,0,2,premium,0
26,80,4,33,2,588,0,2,standard,0
13,41,4,11,1,348,0,2,premium,0
24,67,3,24,6,1027,1,3,premium,1
4,8,0,1,3,618,0,2,basic,0
16,84,14,5,4,1275,0,3,premium,0
17,43,12,26,0,460,1,2,basic,0
17,60,1,12,0,1320,0,2,standard,1
40,66,0,25,4,1169,0,2,standard,1
13,69,9,37,4,238,0,2,premium,0
58,36,14,29,5,804,0,2,standard,0
12,45,1,19,5,492,0,1,basic,0
44,82,11,27,7,1061,1,1,basic,1
58,24,13,38,5,1075,0,1,premium,0
25,64,1,15,0,1191,0,3,basic,0
49,30,4,1,3,695,0,2,basic,0
29,2,9,33,2,697,0,2,premium,0
28,12,9,16,0,1252,1,3,standard,0
38,58,0,24,6,431,1,1,basic,0
40,46,13,21,0,1430,1,1,premium,0
52,67,3,3,4,1234,0,1,basic,1
39,84,11,38,7,488,0,2,standard,0
3,89,14,41,5,606,0,2,standard,0
50,37,13,43,0,1040,0,3,basic,0
